id,title,short_description,event_type,location_name,address,city,city_aliases,country,latitude,longitude,venue_type,indoor_outdoor,season,age_min,age_max,duration_minutes,price_dt,budget_band,requires_authorization,tags,educational_value,recommended_label
68,Atelier écologie à Musée national du Bardo,"Sensibilisation au respect du lieu, tri simple et geste citoyen.",ATELIER,Musée national du Bardo,"Le Bardo, Tunis, Tunisie",Tunis,tunis;bardo;musee,Tunisie,36.8091,10.134,MUSEUM,INDOOR,ALL,4,6,80,7,LOW,True,ecologie;citoyennete;tri;tunis,VERY_HIGH,HIGHLY_RECOMMENDED
69,Visite découverte - Musée océanographique de Salammbô,"Observation guidée du lieu, vocabulaire nouveau et mini-jeu de repérage adapté aux enfants.",SORTIE,Musée océanographique de Salammbô,"Rue du 2 Mars 1934, Carthage, Tunisie",Carthage,carthage;salammbo;banlieue nord,Tunisie,36.842,10.324,MUSEUM,INDOOR,ALL,4,6,120,22,MEDIUM,True,decouverte;observation;sortie;carthage,HIGH,RECOMMENDED
70,Atelier nature à Musée océanographique de Salammbô,"Activité d’observation, collecte symbolique et dessin autour de la nature du site.",ATELIER,Musée océanographique de Salammbô,"Rue du 2 Mars 1934, Carthage, Tunisie",Carthage,carthage;salammbo;banlieue nord,Tunisie,36.842,10.324,MUSEUM,INDOOR,PRINTEMPS,3,6,90,16,MEDIUM,True,nature;observation;dessin;carthage,VERY_HIGH,HIGHLY_RECOMMENDED
71,Conte itinérant à Musée océanographique de Salammbô,Lecture courte suivie d’un parcours de questions et d’images.,ACTIVITE,Musée océanographique de Salammbô,"Rue du 2 Mars 1934, Carthage, Tunisie",Carthage,carthage;salammbo;banlieue nord,Tunisie,36.842,10.324,MUSEUM,INDOOR,ALL,2,5,60,12,LOW,True,lecture;conte;langage;carthage,HIGH,HIGHLY_RECOMMENDED
72,Chasse aux formes et couleurs - Musée océanographique de Salammbô,"Les enfants cherchent formes, couleurs et textures autour du lieu.",ACTIVITE,Musée océanographique de Salammbô,"Rue du 2 Mars 1934, Carthage, Tunisie",Carthage,carthage;salammbo;banlieue nord,Tunisie,36.842,10.324,MUSEUM,INDOOR,ALL,3,6,70,13,LOW,True,formes;couleurs;sensoriel;carthage,HIGH,RECOMMENDED
73,Sortie culturelle à Musée océanographique de Salammbô,Découverte culturelle avec discussion simple et production créative au retour.,SORTIE,Musée océanographique de Salammbô,"Rue du 2 Mars 1934, Carthage, Tunisie",Carthage,carthage;salammbo;banlieue nord,Tunisie,36.842,10.324,MUSEUM,INDOOR,ALL,4,6,140,26,MEDIUM,True,culture;patrimoine;sortie;carthage,HIGH,RECOMMENDED
74,Mini reportage enfants - Musée océanographique de Salammbô,"Les enfants observent, posent des questions et préparent un dessin souvenir.",ATELIER,Musée océanographique de Salammbô,"Rue du 2 Mars 1934, Carthage, Tunisie",Carthage,carthage;salammbo;banlieue nord,Tunisie,36.842,10.324,MUSEUM,INDOOR,ALL,5,6,110,19,MEDIUM,True,reportage;expression;observation;carthage,VERY_HIGH,RECOMMENDED
75,Fête thématique à Musée océanographique de Salammbô,Animation festive avec jeux musicaux et souvenirs autour d’un thème saisonnier.,FETE,Musée océanographique de Salammbô,"Rue du 2 Mars 1934, Carthage, Tunisie",Carthage,carthage;salammbo;banlieue nord,Tunisie,36.842,10.324,MUSEUM,INDOOR,ETE,3,6,150,39,HIGH,True,fete;musique;animation;carthage,MEDIUM,RECOMMENDED
76,Sortie sensorielle à Musée océanographique de Salammbô,"Jeux de textures, sons et couleurs pour stimuler les sens.",SORTIE,Musée océanographique de Salammbô,"Rue du 2 Mars 1934, Carthage, Tunisie",Carthage,carthage;salammbo;banlieue nord,Tunisie,36.842,10.324,MUSEUM,INDOOR,ALL,2,6,100,20,MEDIUM,True,sensoriel;decouverte;sortie;carthage,HIGH,RECOMMENDED
77,Atelier écologie à Musée océanographique de Salammbô,"Sensibilisation au respect du lieu, tri simple et geste citoyen.",ATELIER,Musée océanographique de Salammbô,"Rue du 2 Mars 1934, Carthage, Tunisie",Carthage,carthage;salammbo;banlieue nord,Tunisie,36.842,10.324,MUSEUM,INDOOR,ALL,4,6,80,11,LOW,True,ecologie;citoyennete;tri;carthage,VERY_HIGH,HIGHLY_RECOMMENDED
78,Visite découverte - Parc Essaada La Marsa,"Observation guidée du lieu, vocabulaire nouveau et mini-jeu de repérage adapté aux enfants.",SORTIE,Parc Essaada La Marsa,"La Marsa, Tunis, Tunisie",La Marsa,la marsa;marsa;banlieue nord,Tunisie,36.878,10.324,PARK,OUTDOOR,ALL,4,6,120,22,MEDIUM,True,decouverte;observation;sortie;la_marsa,HIGH,RECOMMENDED
79,Atelier nature à Parc Essaada La Marsa,"Activité d’observation, collecte symbolique et dessin autour de la nature du site.",ATELIER,Parc Essaada La Marsa,"La Marsa, Tunis, Tunisie",La Marsa,la marsa;marsa;banlieue nord,Tunisie,36.878,10.324,PARK,OUTDOOR,PRINTEMPS,3,6,90,16,MEDIUM,True,nature;observation;dessin;la_marsa,VERY_HIGH,HIGHLY_RECOMMENDED
80,Parcours motricité en plein air - Parc Essaada La Marsa,"Jeux moteurs, équilibre et coordination dans un espace sécurisé en extérieur.",ACTIVITE,Parc Essaada La Marsa,"La Marsa, Tunis, Tunisie",La Marsa,la marsa;marsa;banlieue nord,Tunisie,36.878,10.324,PARK,OUTDOOR,ALL,3,6,75,14,LOW,True,motricite;plein_air;coordination;la_marsa,HIGH,RECOMMENDED
81,Conte itinérant à Parc Essaada La Marsa,Lecture courte suivie d’un parcours de questions et d’images.,ACTIVITE,Parc Essaada La Marsa,"La Marsa, Tunis, Tunisie",La Marsa,la marsa;marsa;banlieue nord,Tunisie,36.878,10.324,PARK,OUTDOOR,ALL,2,5,60,12,LOW,True,lecture;conte;langage;la_marsa,HIGH,HIGHLY_RECOMMENDED
82,Chasse aux formes et couleurs - Parc Essaada La Marsa,"Les enfants cherchent formes, couleurs et textures autour du lieu.",ACTIVITE,Parc Essaada La Marsa,"La Marsa, Tunis, Tunisie",La Marsa,la marsa;marsa;banlieue nord,Tunisie,36.878,10.324,PARK,OUTDOOR,ALL,3,6,70,13,LOW,True,formes;couleurs;sensoriel;la_marsa,HIGH,RECOMMENDED
83,Sortie culturelle à Parc Essaada La Marsa,Découverte culturelle avec discussion simple et production créative au retour.,SORTIE,Parc Essaada La Marsa,"La Marsa, Tunis, Tunisie",La Marsa,la marsa;marsa;banlieue nord,Tunisie,36.878,10.324,PARK,OUTDOOR,ALL,4,6,140,26,MEDIUM,True,culture;patrimoine;sortie;la_marsa,HIGH,RECOMMENDED
84,Mini reportage enfants - Parc Essaada La Marsa,"Les enfants observent, posent des questions et préparent un dessin souvenir.",ATELIER,Parc Essaada La Marsa,"La Marsa, Tunis, Tunisie",La Marsa,la marsa;marsa;banlieue nord,Tunisie,36.878,10.324,PARK,OUTDOOR,ALL,5,6,110,19,MEDIUM,True,reportage;expression;observation;la_marsa,VERY_HIGH,RECOMMENDED
85,Fête thématique à Parc Essaada La Marsa,Animation festive avec jeux musicaux et souvenirs autour d’un thème saisonnier.,FETE,Parc Essaada La Marsa,"La Marsa, Tunis, Tunisie",La Marsa,la marsa;marsa;banlieue nord,Tunisie,36.878,10.324,PARK,OUTDOOR,ETE,3,6,150,39,HIGH,True,fete;musique;animation;la_marsa,MEDIUM,RECOMMENDED
86,Sortie sensorielle à Parc Essaada La Marsa,"Jeux de textures, sons et couleurs pour stimuler les sens.",SORTIE,Parc Essaada La Marsa,"La Marsa, Tunis, Tunisie",La Marsa,la marsa;marsa;banlieue nord,Tunisie,36.878,10.324,PARK,OUTDOOR,ALL,2,6,100,20,MEDIUM,True,sensoriel;decouverte;sortie;la_marsa,HIGH,RECOMMENDED
87,Atelier écologie à Parc Essaada La Marsa,"Sensibilisation au respect du lieu, tri simple et geste citoyen.",ATELIER,Parc Essaada La Marsa,"La Marsa, Tunis, Tunisie",La Marsa,la marsa;marsa;banlieue nord,Tunisie,36.878,10.324,PARK,OUTDOOR,ALL,4,6,80,11,LOW,True,ecologie;citoyennete;tri;la_marsa,VERY_HIGH,HIGHLY_RECOMMENDED
88,Visite découverte - Parc urbain de Sousse,"Observation guidée du lieu, vocabulaire nouveau et mini-jeu de repérage adapté aux enfants.",SORTIE,Parc urbain de Sousse,"Sousse, Tunisie",Sousse,sousse;sahel,Tunisie,35.8256,10.6084,PARK,OUTDOOR,ALL,4,6,120,18,MEDIUM,True,decouverte;observation;sortie;sousse,HIGH,RECOMMENDED
89,Atelier nature à Parc urbain de Sousse,"Activité d’observation, collecte symbolique et dessin autour de la nature du site.",ATELIER,Parc urbain de Sousse,"Sousse, Tunisie",Sousse,sousse;sahel,Tunisie,35.8256,10.6084,PARK,OUTDOOR,PRINTEMPS,3,6,90,12,LOW,True,nature;observation;dessin;sousse,VERY_HIGH,HIGHLY_RECOMMENDED
90,Parcours motricité en plein air - Parc urbain de Sousse,"Jeux moteurs, équilibre et coordination dans un espace sécurisé en extérieur.",ACTIVITE,Parc urbain de Sousse,"Sousse, Tunisie",Sousse,sousse;sahel,Tunisie,35.8256,10.6084,PARK,OUTDOOR,ALL,3,6,75,10,LOW,True,motricite;plein_air;coordination;sousse,HIGH,RECOMMENDED
91,Conte itinérant à Parc urbain de Sousse,Lecture courte suivie d’un parcours de questions et d’images.,ACTIVITE,Parc urbain de Sousse,"Sousse, Tunisie",Sousse,sousse;sahel,Tunisie,35.8256,10.6084,PARK,OUTDOOR,ALL,2,5,60,8,LOW,True,lecture;conte;langage;sousse,HIGH,HIGHLY_RECOMMENDED
92,Chasse aux formes et couleurs - Parc urbain de Sousse,"Les enfants cherchent formes, couleurs et textures autour du lieu.",ACTIVITE,Parc urbain de Sousse,"Sousse, Tunisie",Sousse,sousse;sahel,Tunisie,35.8256,10.6084,PARK,OUTDOOR,ALL,3,6,70,9,LOW,True,formes;couleurs;sensoriel;sousse,HIGH,RECOMMENDED
93,Sortie culturelle à Parc urbain de Sousse,Découverte culturelle avec discussion simple et production créative au retour.,SORTIE,Parc urbain de Sousse,"Sousse, Tunisie",Sousse,sousse;sahel,Tunisie,35.8256,10.6084,PARK,OUTDOOR,ALL,4,6,140,22,MEDIUM,True,culture;patrimoine;sortie;sousse,HIGH,RECOMMENDED
94,Mini reportage enfants - Parc urbain de Sousse,"Les enfants observent, posent des questions et préparent un dessin souvenir.",ATELIER,Parc urbain de Sousse,"Sousse, Tunisie",Sousse,sousse;sahel,Tunisie,35.8256,10.6084,PARK,OUTDOOR,ALL,5,6,110,15,LOW,True,reportage;expression;observation;sousse,VERY_HIGH,HIGHLY_RECOMMENDED
95,Fête thématique à Parc urbain de Sousse,Animation festive avec jeux musicaux et souvenirs autour d’un thème saisonnier.,FETE,Parc urbain de Sousse,"Sousse, Tunisie",Sousse,sousse;sahel,Tunisie,35.8256,10.6084,PARK,OUTDOOR,ETE,3,6,150,35,MEDIUM,True,fete;musique;animation;sousse,MEDIUM,RECOMMENDED
96,Sortie sensorielle à Parc urbain de Sousse,"Jeux de textures, sons et couleurs pour stimuler les sens.",SORTIE,Parc urbain de Sousse,"Sousse, Tunisie",Sousse,sousse;sahel,Tunisie,35.8256,10.6084,PARK,OUTDOOR,ALL,2,6,100,16,MEDIUM,True,sensoriel;decouverte;sortie;sousse,HIGH,RECOMMENDED
97,Atelier écologie à Parc urbain de Sousse,"Sensibilisation au respect du lieu, tri simple et geste citoyen.",ATELIER,Parc urbain de Sousse,"Sousse, Tunisie",Sousse,sousse;sahel,Tunisie,35.8256,10.6084,PARK,OUTDOOR,ALL,4,6,80,7,LOW,True,ecologie;citoyennete;tri;sousse,VERY_HIGH,HIGHLY_RECOMMENDED
98,Visite découverte - Musée archéologique de Sousse,"Observation guidée du lieu, vocabulaire nouveau et mini-jeu de repérage adapté aux enfants.",SORTIE,Musée archéologique de Sousse,"Rue Abou Kacem Chebbi, Sousse, Tunisie",Sousse,sousse;medina;musee,Tunisie,35.8274,10.6387,MUSEUM,INDOOR,ALL,4,6,120,18,MEDIUM,True,decouverte;observation;sortie;sousse,HIGH,RECOMMENDED
99,Atelier nature à Musée archéologique de Sousse,"Activité d’observation, collecte symbolique et dessin autour de la nature du site.",ATELIER,Musée archéologique de Sousse,"Rue Abou Kacem Chebbi, Sousse, Tunisie",Sousse,sousse;medina;musee,Tunisie,35.8274,10.6387,MUSEUM,INDOOR,PRINTEMPS,3,6,90,12,LOW,True,nature;observation;dessin;sousse,VERY_HIGH,HIGHLY_RECOMMENDED
100,Conte itinérant à Musée archéologique de Sousse,Lecture courte suivie d’un parcours de questions et d’images.,ACTIVITE,Musée archéologique de Sousse,"Rue Abou Kacem Chebbi, Sousse, Tunisie",Sousse,sousse;medina;musee,Tunisie,35.8274,10.6387,MUSEUM,INDOOR,ALL,2,5,60,8,LOW,True,lecture;conte;langage;sousse,HIGH,HIGHLY_RECOMMENDED
101,Chasse aux formes et couleurs - Musée archéologique de Sousse,"Les enfants cherchent formes, couleurs et textures autour du lieu.",ACTIVITE,Musée archéologique de Sousse,"Rue Abou Kacem Chebbi, Sousse, Tunisie",Sousse,sousse;medina;musee,Tunisie,35.8274,10.6387,MUSEUM,INDOOR,ALL,3,6,70,9,LOW,True,formes;couleurs;sensoriel;sousse,HIGH,RECOMMENDED
102,Sortie culturelle à Musée archéologique de Sousse,Découverte culturelle avec discussion simple et production créative au retour.,SORTIE,Musée archéologique de Sousse,"Rue Abou Kacem Chebbi, Sousse, Tunisie",Sousse,sousse;medina;musee,Tunisie,35.8274,10.6387,MUSEUM,INDOOR,ALL,4,6,140,22,MEDIUM,True,culture;patrimoine;sortie;sousse,HIGH,RECOMMENDED
103,Mini reportage enfants - Musée archéologique de Sousse,"Les enfants observent, posent des questions et préparent un dessin souvenir.",ATELIER,Musée archéologique de Sousse,"Rue Abou Kacem Chebbi, Sousse, Tunisie",Sousse,sousse;medina;musee,Tunisie,35.8274,10.6387,MUSEUM,INDOOR,ALL,5,6,110,15,LOW,True,reportage;expression;observation;sousse,VERY_HIGH,HIGHLY_RECOMMENDED
104,Fête thématique à Musée archéologique de Sousse,Animation festive avec jeux musicaux et souvenirs autour d’un thème saisonnier.,FETE,Musée archéologique de Sousse,"Rue Abou Kacem Chebbi, Sousse, Tunisie",Sousse,sousse;medina;musee,Tunisie,35.8274,10.6387,MUSEUM,INDOOR,ETE,3,6,150,35,MEDIUM,True,fete;musique;animation;sousse,MEDIUM,RECOMMENDED
105,Sortie sensorielle à Musée archéologique de Sousse,"Jeux de textures, sons et couleurs pour stimuler les sens.",SORTIE,Musée archéologique de Sousse,"Rue Abou Kacem Chebbi, Sousse, Tunisie",Sousse,sousse;medina;musee,Tunisie,35.8274,10.6387,MUSEUM,INDOOR,ALL,2,6,100,16,MEDIUM,True,sensoriel;decouverte;sortie;sousse,HIGH,RECOMMENDED
106,Atelier écologie à Musée archéologique de Sousse,"Sensibilisation au respect du lieu, tri simple et geste citoyen.",ATELIER,Musée archéologique de Sousse,"Rue Abou Kacem Chebbi, Sousse, Tunisie",Sousse,sousse;medina;musee,Tunisie,35.8274,10.6387,MUSEUM,INDOOR,ALL,4,6,80,7,LOW,True,ecologie;citoyennete;tri;sousse,VERY_HIGH,HIGHLY_RECOMMENDED
107,Visite découverte - Centre culturel international de Hammamet,"Observation guidée du lieu, vocabulaire nouveau et mini-jeu de repérage adapté aux enfants.",SORTIE,Centre culturel international de Hammamet,"Hammamet Sud, Nabeul, Tunisie",Hammamet,hammamet;yasmine hammamet;nabeul,Tunisie,36.3965,10.6094,CULTURAL_CENTER,INDOOR,ALL,4,6,120,18,MEDIUM,True,decouverte;observation;sortie;hammamet,HIGH,RECOMMENDED
108,Atelier nature à Centre culturel international de Hammamet,"Activité d’observation, collecte symbolique et dessin autour de la nature du site.",ATELIER,Centre culturel international de Hammamet,"Hammamet Sud, Nabeul, Tunisie",Hammamet,hammamet;yasmine hammamet;nabeul,Tunisie,36.3965,10.6094,CULTURAL_CENTER,INDOOR,PRINTEMPS,3,6,90,12,LOW,True,nature;observation;dessin;hammamet,VERY_HIGH,HIGHLY_RECOMMENDED
109,Parcours motricité en plein air - Centre culturel international de Hammamet,"Jeux moteurs, équilibre et coordination dans un espace sécurisé en extérieur.",ACTIVITE,Centre culturel international de Hammamet,"Hammamet Sud, Nabeul, Tunisie",Hammamet,hammamet;yasmine hammamet;nabeul,Tunisie,36.3965,10.6094,CULTURAL_CENTER,INDOOR,ALL,3,6,75,10,LOW,True,motricite;plein_air;coordination;hammamet,HIGH,RECOMMENDED
110,Conte itinérant à Centre culturel international de Hammamet,Lecture courte suivie d’un parcours de questions et d’images.,ACTIVITE,Centre culturel international de Hammamet,"Hammamet Sud, Nabeul, Tunisie",Hammamet,hammamet;yasmine hammamet;nabeul,Tunisie,36.3965,10.6094,CULTURAL_CENTER,INDOOR,ALL,2,5,60,8,LOW,True,lecture;conte;langage;hammamet,HIGH,HIGHLY_RECOMMENDED
111,Chasse aux formes et couleurs - Centre culturel international de Hammamet,"Les enfants cherchent formes, couleurs et textures autour du lieu.",ACTIVITE,Centre culturel international de Hammamet,"Hammamet Sud, Nabeul, Tunisie",Hammamet,hammamet;yasmine hammamet;nabeul,Tunisie,36.3965,10.6094,CULTURAL_CENTER,INDOOR,ALL,3,6,70,9,LOW,True,formes;couleurs;sensoriel;hammamet,HIGH,RECOMMENDED
112,Sortie culturelle à Centre culturel international de Hammamet,Découverte culturelle avec discussion simple et production créative au retour.,SORTIE,Centre culturel international de Hammamet,"Hammamet Sud, Nabeul, Tunisie",Hammamet,hammamet;yasmine hammamet;nabeul,Tunisie,36.3965,10.6094,CULTURAL_CENTER,INDOOR,ALL,4,6,140,22,MEDIUM,True,culture;patrimoine;sortie;hammamet,HIGH,RECOMMENDED
113,Mini reportage enfants - Centre culturel international de Hammamet,"Les enfants observent, posent des questions et préparent un dessin souvenir.",ATELIER,Centre culturel international de Hammamet,"Hammamet Sud, Nabeul, Tunisie",Hammamet,hammamet;yasmine hammamet;nabeul,Tunisie,36.3965,10.6094,CULTURAL_CENTER,INDOOR,ALL,5,6,110,15,LOW,True,reportage;expression;observation;hammamet,VERY_HIGH,HIGHLY_RECOMMENDED
114,Fête thématique à Centre culturel international de Hammamet,Animation festive avec jeux musicaux et souvenirs autour d’un thème saisonnier.,FETE,Centre culturel international de Hammamet,"Hammamet Sud, Nabeul, Tunisie",Hammamet,hammamet;yasmine hammamet;nabeul,Tunisie,36.3965,10.6094,CULTURAL_CENTER,INDOOR,ETE,3,6,150,35,MEDIUM,True,fete;musique;animation;hammamet,MEDIUM,RECOMMENDED
115,Sortie sensorielle à Centre culturel international de Hammamet,"Jeux de textures, sons et couleurs pour stimuler les sens.",SORTIE,Centre culturel international de Hammamet,"Hammamet Sud, Nabeul, Tunisie",Hammamet,hammamet;yasmine hammamet;nabeul,Tunisie,36.3965,10.6094,CULTURAL_CENTER,INDOOR,ALL,2,6,100,16,MEDIUM,True,sensoriel;decouverte;sortie;hammamet,HIGH,RECOMMENDED
116,Atelier écologie à Centre culturel international de Hammamet,"Sensibilisation au respect du lieu, tri simple et geste citoyen.",ATELIER,Centre culturel international de Hammamet,"Hammamet Sud, Nabeul, Tunisie",Hammamet,hammamet;yasmine hammamet;nabeul,Tunisie,36.3965,10.6094,CULTURAL_CENTER,INDOOR,ALL,4,6,80,7,LOW,True,ecologie;citoyennete;tri;hammamet,VERY_HIGH,HIGHLY_RECOMMENDED
117,Visite découverte - Musée de Nabeul,"Observation guidée du lieu, vocabulaire nouveau et mini-jeu de repérage adapté aux enfants.",SORTIE,Musée de Nabeul,"Avenue Habib Bourguiba, Nabeul, Tunisie",Nabeul,nabeul;cap bon,Tunisie,36.4561,10.7376,MUSEUM,INDOOR,ALL,4,6,120,18,MEDIUM,True,decouverte;observation;sortie;nabeul,HIGH,RECOMMENDED
118,Atelier nature à Musée de Nabeul,"Activité d’observation, collecte symbolique et dessin autour de la nature du site.",ATELIER,Musée de Nabeul,"Avenue Habib Bourguiba, Nabeul, Tunisie",Nabeul,nabeul;cap bon,Tunisie,36.4561,10.7376,MUSEUM,INDOOR,PRINTEMPS,3,6,90,12,LOW,True,nature;observation;dessin;nabeul,VERY_HIGH,HIGHLY_RECOMMENDED
119,Conte itinérant à Musée de Nabeul,Lecture courte suivie d’un parcours de questions et d’images.,ACTIVITE,Musée de Nabeul,"Avenue Habib Bourguiba, Nabeul, Tunisie",Nabeul,nabeul;cap bon,Tunisie,36.4561,10.7376,MUSEUM,INDOOR,ALL,2,5,60,8,LOW,True,lecture;conte;langage;nabeul,HIGH,HIGHLY_RECOMMENDED
120,Chasse aux formes et couleurs - Musée de Nabeul,"Les enfants cherchent formes, couleurs et textures autour du lieu.",ACTIVITE,Musée de Nabeul,"Avenue Habib Bourguiba, Nabeul, Tunisie",Nabeul,nabeul;cap bon,Tunisie,36.4561,10.7376,MUSEUM,INDOOR,ALL,3,6,70,9,LOW,True,formes;couleurs;sensoriel;nabeul,HIGH,RECOMMENDED
121,Sortie culturelle à Musée de Nabeul,Découverte culturelle avec discussion simple et production créative au retour.,SORTIE,Musée de Nabeul,"Avenue Habib Bourguiba, Nabeul, Tunisie",Nabeul,nabeul;cap bon,Tunisie,36.4561,10.7376,MUSEUM,INDOOR,ALL,4,6,140,22,MEDIUM,True,culture;patrimoine;sortie;nabeul,HIGH,RECOMMENDED
122,Mini reportage enfants - Musée de Nabeul,"Les enfants observent, posent des questions et préparent un dessin souvenir.",ATELIER,Musée de Nabeul,"Avenue Habib Bourguiba, Nabeul, Tunisie",Nabeul,nabeul;cap bon,Tunisie,36.4561,10.7376,MUSEUM,INDOOR,ALL,5,6,110,15,LOW,True,reportage;expression;observation;nabeul,VERY_HIGH,HIGHLY_RECOMMENDED
123,Fête thématique à Musée de Nabeul,Animation festive avec jeux musicaux et souvenirs autour d’un thème saisonnier.,FETE,Musée de Nabeul,"Avenue Habib Bourguiba, Nabeul, Tunisie",Nabeul,nabeul;cap bon,Tunisie,36.4561,10.7376,MUSEUM,INDOOR,ETE,3,6,150,35,MEDIUM,True,fete;musique;animation;nabeul,MEDIUM,RECOMMENDED
124,Sortie sensorielle à Musée de Nabeul,"Jeux de textures, sons et couleurs pour stimuler les sens.",SORTIE,Musée de Nabeul,"Avenue Habib Bourguiba, Nabeul, Tunisie",Nabeul,nabeul;cap bon,Tunisie,36.4561,10.7376,MUSEUM,INDOOR,ALL,2,6,100,16,MEDIUM,True,sensoriel;decouverte;sortie;nabeul,HIGH,RECOMMENDED
125,Atelier écologie à Musée de Nabeul,"Sensibilisation au respect du lieu, tri simple et geste citoyen.",ATELIER,Musée de Nabeul,"Avenue Habib Bourguiba, Nabeul, Tunisie",Nabeul,nabeul;cap bon,Tunisie,36.4561,10.7376,MUSEUM,INDOOR,ALL,4,6,80,7,LOW,True,ecologie;citoyennete;tri;nabeul,VERY_HIGH,HIGHLY_RECOMMENDED
126,Visite découverte - Plage surveillée de Nabeul,"Observation guidée du lieu, vocabulaire nouveau et mini-jeu de repérage adapté aux enfants.",SORTIE,Plage surveillée de Nabeul,"Plage de Nabeul, Nabeul, Tunisie",Nabeul,nabeul;plage;cap bon,Tunisie,36.451,10.735,BEACH,OUTDOOR,ETE,4,6,120,18,MEDIUM,True,decouverte;observation;sortie;nabeul,HIGH,RECOMMENDED
127,Atelier nature à Plage surveillée de Nabeul,"Activité d’observation, collecte symbolique et dessin autour de la nature du site.",ATELIER,Plage surveillée de Nabeul,"Plage de Nabeul, Nabeul, Tunisie",Nabeul,nabeul;plage;cap bon,Tunisie,36.451,10.735,BEACH,OUTDOOR,ETE,3,6,90,12,LOW,True,nature;observation;dessin;nabeul,VERY_HIGH,HIGHLY_RECOMMENDED
128,Parcours motricité en plein air - Plage surveillée de Nabeul,"Jeux moteurs, équilibre et coordination dans un espace sécurisé en extérieur.",ACTIVITE,Plage surveillée de Nabeul,"Plage de Nabeul, Nabeul, Tunisie",Nabeul,nabeul;plage;cap bon,Tunisie,36.451,10.735,BEACH,OUTDOOR,ETE,3,6,75,10,LOW,True,motricite;plein_air;coordination;nabeul,HIGH,RECOMMENDED
129,Conte itinérant à Plage surveillée de Nabeul,Lecture courte suivie d’un parcours de questions et d’images.,ACTIVITE,Plage surveillée de Nabeul,"Plage de Nabeul, Nabeul, Tunisie",Nabeul,nabeul;plage;cap bon,Tunisie,36.451,10.735,BEACH,OUTDOOR,ETE,2,5,60,8,LOW,True,lecture;conte;langage;nabeul,HIGH,HIGHLY_RECOMMENDED
130,Chasse aux formes et couleurs - Plage surveillée de Nabeul,"Les enfants cherchent formes, couleurs et textures autour du lieu.",ACTIVITE,Plage surveillée de Nabeul,"Plage de Nabeul, Nabeul, Tunisie",Nabeul,nabeul;plage;cap bon,Tunisie,36.451,10.735,BEACH,OUTDOOR,ETE,3,6,70,9,LOW,True,formes;couleurs;sensoriel;nabeul,HIGH,RECOMMENDED
131,Sortie culturelle à Plage surveillée de Nabeul,Découverte culturelle avec discussion simple et production créative au retour.,SORTIE,Plage surveillée de Nabeul,"Plage de Nabeul, Nabeul, Tunisie",Nabeul,nabeul;plage;cap bon,Tunisie,36.451,10.735,BEACH,OUTDOOR,ETE,4,6,140,22,MEDIUM,True,culture;patrimoine;sortie;nabeul,HIGH,RECOMMENDED
132,Mini reportage enfants - Plage surveillée de Nabeul,"Les enfants observent, posent des questions et préparent un dessin souvenir.",ATELIER,Plage surveillée de Nabeul,"Plage de Nabeul, Nabeul, Tunisie",Nabeul,nabeul;plage;cap bon,Tunisie,36.451,10.735,BEACH,OUTDOOR,ETE,5,6,110,15,LOW,True,reportage;expression;observation;nabeul,VERY_HIGH,HIGHLY_RECOMMENDED
133,Fête thématique à Plage surveillée de Nabeul,Animation festive avec jeux musicaux et souvenirs autour d’un thème saisonnier.,FETE,Plage surveillée de Nabeul,"Plage de Nabeul, Nabeul, Tunisie",Nabeul,nabeul;plage;cap bon,Tunisie,36.451,10.735,BEACH,OUTDOOR,ETE,3,6,150,35,MEDIUM,True,fete;musique;animation;nabeul,MEDIUM,RECOMMENDED
134,Sortie sensorielle à Plage surveillée de Nabeul,"Jeux de textures, sons et couleurs pour stimuler les sens.",SORTIE,Plage surveillée de Nabeul,"Plage de Nabeul, Nabeul, Tunisie",Nabeul,nabeul;plage;cap bon,Tunisie,36.451,10.735,BEACH,OUTDOOR,ETE,2,6,100,16,MEDIUM,True,sensoriel;decouverte;sortie;nabeul,HIGH,RECOMMENDED
135,Atelier écologie à Plage surveillée de Nabeul,"Sensibilisation au respect du lieu, tri simple et geste citoyen.",ATELIER,Plage surveillée de Nabeul,"Plage de Nabeul, Nabeul, Tunisie",Nabeul,nabeul;plage;cap bon,Tunisie,36.451,10.735,BEACH,OUTDOOR,ETE,4,6,80,7,LOW,True,ecologie;citoyennete;tri;nabeul,VERY_HIGH,HIGHLY_RECOMMENDED
136,Visite découverte - Médina de Sfax,"Observation guidée du lieu, vocabulaire nouveau et mini-jeu de repérage adapté aux enfants.",SORTIE,Médina de Sfax,"Médina, Sfax, Tunisie",Sfax,sfax;medina;sud,Tunisie,34.7406,10.7603,HISTORIC_SITE,OUTDOOR,ALL,4,6,120,15,LOW,True,decouverte;observation;sortie;sfax,HIGH,RECOMMENDED
137,Atelier nature à Médina de Sfax,"Activité d’observation, collecte symbolique et dessin autour de la nature du site.",ATELIER,Médina de Sfax,"Médina, Sfax, Tunisie",Sfax,sfax;medina;sud,Tunisie,34.7406,10.7603,HISTORIC_SITE,OUTDOOR,PRINTEMPS,3,6,90,9,LOW,True,nature;observation;dessin;sfax,VERY_HIGH,HIGHLY_RECOMMENDED
